brand,OS,processor,RAM,storage,display,num_of_ratings,num_of_reviews,warranty,product_rating,price
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
MSI,Windows OS,Intel i7,16,1024.0,14,84.0,9.0,1,4.1,62990.0
ASUS,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,82990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,460.0,36.0,1,4.3,57999.0
ASUS,Windows OS,Intel i7,16,512.0,15,76.0,7.0,1,4.1,104990.0
HP,Windows OS,Intel i5,16,512.0,15,410.0,33.0,1,4.2,58490.0
HP,Windows OS,Intel i5,16,1024.0,14,119.0,8.0,1,4.4,80660.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
DELL,Windows OS,Intel i3,8,512.0,15,421.0,37.0,1,4.2,33990.0
Lenovo,Windows OS,Intel i1,8,256.0,15,13.0,0.0,2,3.5,25499.0
DELL,Windows OS,AMD Ryzen 3,8,512.0,15,17.0,2.0,1,3.9,30990.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,1966.0,171.0,1,4.2,30990.0
HP,Windows OS,Intel i5,8,512.0,15,6377.0,314.0,1,4.2,44499.0
DELL,Windows OS,Intel i3,8,256.0,15,488.0,36.0,1,4.2,36990.0
Acer,Windows OS,Intel i5,16,512.0,14,5009.0,447.0,1,4.3,60990.0
Infinix,Windows OS,Intel i7,32,1024.0,15,1190.0,167.0,1,4.0,71990.0
HP,Windows OS,Intel i5,16,512.0,15,221.0,13.0,1,4.1,55900.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
ASUS,Windows OS,Intel i7,16,1024.0,16,35.0,7.0,1,4.4,159990.0
ASUS,Windows OS,AMD Ryzen 7,16,512.0,16,11.0,1.0,1,4.5,79990.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Acer,Windows OS,Intel i5,16,512.0,15,35.0,2.0,1,4.3,65990.0
Acer,Windows OS,Intel i5,16,1024.0,15,205.0,11.0,1,3.7,50400.0
HP,Windows OS,Intel i5,8,512.0,15,742.0,52.0,1,4.3,59990.0
DELL,Windows OS,Intel i3,8,512.0,15,4554.0,327.0,1,4.3,33990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
HP,Windows OS,Intel i5,16,512.0,15,236.0,9.0,1,4.0,59990.0
ASUS,Windows OS,AMD Ryzen 7,16,512.0,15,29.0,3.0,1,4.3,71100.0
HP,Windows OS,Intel i3,8,512.0,15,3.0,0.0,1,4.3,33900.0
HP,Windows OS,Intel i5,16,512.0,14,23.0,2.0,1,4.1,67990.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
DELL,Windows OS,Intel i5,16,512.0,15,9.0,2.0,1,4.1,97444.0
HP,Windows OS,Intel i3,8,512.0,15,914.0,78.0,1,4.1,40599.0
ASUS,Chrome OS,Intel i1,8,512.0,14,159.0,13.0,1,4.1,23990.0
HP,Windows OS,Intel i5,8,512.0,15,410.0,33.0,1,4.2,51190.0
CHUWI,Windows OS,Intel i1,8,256.0,14,392.0,66.0,1,4.1,17990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
Acer,Windows OS,Intel i7,16,512.0,15,57.0,6.0,1,4.3,44900.0
Lenovo,Windows OS,Intel i7,16,512.0,14,41.0,3.0,1,4.3,82190.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Lenovo,Windows OS,AMD Ryzen 7,16,512.0,15,6.0,0.0,1,5.0,87990.0
Lenovo,Windows OS,Intel i3,8,256.0,15,212.0,17.0,1,4.1,40000.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,914.0,78.0,1,4.1,49990.0
HP,Windows OS,Intel i5,8,1024.0,15,61.0,2.0,1,4.2,48985.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,914.0,78.0,1,4.1,48999.0
Infinix,Windows OS,Intel i5,16,512.0,15,127.0,22.0,1,4.2,54527.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
ASUS,Windows OS,Intel i5,16,512.0,15,3.0,0.0,1,3.7,69990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,67.0,6.0,1,3.9,29490.0
Lenovo,Windows OS,AMD Ryzen 7,32,1024.0,16,3.0,0.0,1,4.7,201190.0
HP,Windows OS,Intel i5,8,512.0,15,377.0,30.0,1,4.1,54990.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
ASUS,Windows OS,Intel i5,16,512.0,15,914.0,78.0,1,4.1,50990.0
DELL,Windows OS,Intel i3,8,512.0,14,91.0,8.0,1,4.0,32775.0
HP,Windows OS,Intel i5,8,512.0,15,6377.0,314.0,1,4.2,44499.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,60.0,8.0,1,4.3,40190.0
ASUS,Windows OS,Intel i1,8,512.0,15,98.0,7.0,1,4.2,28587.0
Acer,Windows OS,AMD Ryzen 5,8,512.0,15,185.0,24.0,1,4.1,50999.0
Lenovo,Windows OS,Intel i5,16,512.0,14,914.0,78.0,1,4.1,48499.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
HP,Windows OS,Intel i5,8,512.0,15,99.0,9.0,1,4.2,46900.0
HP,Windows OS,Intel i3,8,512.0,14,215.0,14.0,1,4.3,54500.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
Acer,Windows OS,Intel i3,16,512.0,15,20.0,0.0,1,3.7,32704.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,116.0,13.0,1,4.3,56990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,914.0,78.0,1,4.1,34990.0
DELL,Windows OS,Intel i5,16,512.0,15,25.0,5.0,1,3.9,49903.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
DELL,Windows OS,AMD Ryzen 7,16,512.0,14,4.0,0.0,1,2.8,57500.0
Lenovo,Windows OS,AMD Ryzen 7,16,512.0,16,261.0,30.0,1,4.1,54989.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
Lenovo,Windows OS,Intel i5,16,512.0,14,914.0,78.0,1,4.1,68900.0
DELL,Windows OS,Intel i5,16,512.0,14,914.0,78.0,1,4.1,74990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,15,914.0,78.0,1,4.1,122990.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,626.0,35.0,1,4.3,56990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
HP,Windows OS,AMD Ryzen 7,4,256.0,15,1737.0,129.0,1,4.0,22690.0
Acer,Windows OS,Intel i5,16,512.0,15,3675.0,296.0,1,4.1,53990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,Intel i7,16,512.0,15,20.0,1.0,1,4.1,92990.0
HP,Windows OS,AMD Ryzen 7,4,256.0,15,1737.0,129.0,1,4.0,22500.0
HP,Windows OS,Intel i7,16,1024.0,15,335.0,26.0,1,4.3,83990.0
Apple,Mac OS,Apple M series,8,256.0,14,552.0,39.0,1,4.7,97990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
Lenovo,Windows OS,AMD Ryzen 5,24,512.0,15,686.0,71.0,1,4.4,73490.0
Lenovo,Windows OS,Intel i7,16,512.0,14,158.0,18.0,1,4.1,93990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
DELL,Windows OS,Intel i5,8,512.0,15,1188.0,73.0,1,4.2,46990.0
ASUS,Windows OS,Intel i5,8,512.0,16,914.0,78.0,1,4.1,57899.0
ASUS,Windows OS,Intel i7,16,512.0,15,37.0,6.0,1,3.8,91990.0
Lenovo,Windows OS,AMD Ryzen 5,16,512.0,14,30.0,1.0,1,4.5,58490.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
Lenovo,Windows OS,AMD Ryzen 3,8,512.0,14,87.0,10.0,1,4.0,26890.0
ASUS,Windows OS,AMD Ryzen 5,16,512.0,15,914.0,78.0,1,4.1,71990.0
HP,Windows OS,Intel i5,8,512.0,15,87.0,7.0,1,4.1,44156.0
Lenovo,Windows OS,AMD Ryzen 5,16,512.0,14,914.0,78.0,1,4.1,51700.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Lenovo,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,75990.0
Acer,Windows OS,Intel i7,16,512.0,15,454.0,53.0,1,4.5,94990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
Lenovo,Windows OS,Intel i5,16,512.0,15,914.0,78.0,1,4.1,44990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
HP,Windows OS,AMD Ryzen 5,16,512.0,14,1718.0,172.0,1,4.5,69083.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,1159.0,81.0,1,4.3,62990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
Lenovo,Windows OS,AMD Ryzen 5,16,512.0,14,914.0,78.0,1,4.1,72690.0
Lenovo,Windows OS,AMD Ryzen 5,8,512.0,15,290.0,34.0,1,4.3,60590.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
DELL,Windows OS,Intel i3,8,512.0,15,421.0,37.0,1,4.2,33990.0
Apple,Mac OS,Apple M series,8,256.0,14,17381.0,1081.0,1,4.7,83990.0
HP,Windows OS,AMD Ryzen 5,16,512.0,14,314.0,22.0,1,4.2,58150.0
ASUS,Windows OS,Intel i3,8,512.0,15,9036.0,762.0,1,4.3,33990.0
Lenovo,Windows OS,AMD Ryzen 7,16,1024.0,16,3.0,0.0,1,4.7,156190.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,1966.0,171.0,1,4.2,30990.0
HP,Windows OS,Intel i5,8,512.0,15,6377.0,314.0,1,4.2,44499.0
HP,Windows OS,Intel i7,16,1024.0,15,8.0,0.0,1,3.9,95999.0
Lenovo,Windows OS,Intel i3,8,512.0,15,1261.0,92.0,1,4.2,34990.0
Lenovo,Windows OS,Intel i5,16,512.0,15,6200.0,426.0,1,4.2,49989.0
HP,Windows OS,AMD Ryzen 7,16,512.0,16,10.0,0.0,1,4.7,108890.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
MSI,Windows OS,Intel i3,8,512.0,15,73.0,4.0,1,4.2,36990.0
Acer,Windows OS,Intel i5,16,512.0,16,746.0,76.0,1,4.4,99990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
Apple,Mac OS,Apple M series,8,256.0,14,17381.0,1081.0,1,4.7,83990.0
HP,Windows OS,Intel i5,16,512.0,14,24.0,3.0,1,4.3,70899.0
Lenovo,Windows OS,Intel i3,8,256.0,15,742.0,37.0,1,4.2,33000.0
ASUS,Windows OS,AMD Ryzen 5,16,512.0,15,914.0,78.0,1,4.1,71990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
DELL,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,77890.0
HP,Windows OS,Intel i5,16,512.0,15,11.0,0.0,1,2.8,50310.0
CHUWI,Windows OS,Intel i1,8,256.0,14,392.0,66.0,1,4.1,17990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
DELL,Windows OS,Intel i5,8,512.0,14,6.0,0.0,1,4.8,75990.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,1677.0,139.0,1,4.2,55999.0
DELL,Windows OS,Intel i5,8,512.0,15,1188.0,73.0,1,4.2,46990.0
ASUS,Windows OS,Intel i5,16,512.0,16,188.0,12.0,1,4.4,69990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Apple,Mac OS,Apple M series,16,256.0,14,17381.0,1081.0,1,4.7,75990.0
ASUS,Windows OS,Intel i5,8,512.0,15,7148.0,676.0,1,4.4,51000.0
Lenovo,Windows OS,Intel i3,8,256.0,15,858.0,98.0,2,4.3,33800.0
DELL,Windows OS,Intel i5,8,512.0,15,468.0,36.0,1,3.9,43980.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
ASUS,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,89990.0
ASUS,Windows OS,AMD Ryzen 7,16,512.0,16,208.0,21.0,1,4.3,57700.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
HP,Windows OS,Intel i3,8,256.0,15,213.0,16.0,1,4.1,31500.0
Lenovo,Windows OS,Intel i3,8,512.0,15,327.0,39.0,2,4.4,34999.0
Lenovo,Windows OS,AMD Ryzen 5,8,512.0,15,25.0,4.0,1,4.6,37990.0
HP,Windows OS,AMD Ryzen 5,8,512.0,14,8127.0,592.0,1,4.2,41668.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
Lenovo,Windows OS,Intel i3,8,256.0,15,3081.0,250.0,1,4.2,35990.0
Lenovo,Windows OS,Intel i5,8,512.0,15,47.0,10.0,1,4.1,48000.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
Apple,Mac OS,Apple M series,16,256.0,14,552.0,39.0,1,4.7,106990.0
Acer,Windows OS,AMD Ryzen 5,16,512.0,15,6638.0,771.0,1,4.4,59500.0
Apple,Mac OS,Apple M series,16,512.0,15,330.0,19.0,1,4.7,154900.0
HP,Windows OS,Intel i3,8,512.0,14,914.0,78.0,1,4.1,35490.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Apple,Mac OS,Apple M series,8,512.0,14,330.0,19.0,1,4.7,116990.0
MSI,Windows OS,Intel i5,16,1024.0,15,3.0,0.0,2,4.7,89990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
Apple,Mac OS,Apple M series,8,512.0,14,330.0,19.0,1,4.7,116990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,3081.0,250.0,1,4.2,34990.0
Apple,Mac OS,Apple M series,8,512.0,14,1364.0,75.0,1,4.7,102990.0
ASUS,Windows OS,Intel i5,16,512.0,15,13.0,2.0,1,3.8,79890.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
SAMSUNG,Windows OS,Intel i5,16,512.0,15,914.0,78.0,1,4.1,114990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,500.0,37.0,1,4.3,33490.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,74.0,7.0,1,4.1,24900.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
Lenovo,Windows OS,Intel i3,16,512.0,14,223.0,13.0,1,4.3,39490.0
HP,Windows OS,Intel i5,8,512.0,14,5.0,1.0,1,3.4,44975.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,1068.0,107.0,1,4.3,51990.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,914.0,78.0,1,4.1,61990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
Ultimus,Windows OS,Intel i5,8,256.0,14,914.0,78.0,1,4.1,20890.0
ASUS,Windows OS,Intel i5,16,1024.0,14,914.0,78.0,1,4.1,112990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
HP,Windows OS,Intel i5,8,512.0,15,2797.0,149.0,1,4.3,53190.0
HP,Windows OS,Intel i3,8,512.0,14,12841.0,961.0,1,4.3,34700.0
HP,Windows OS,AMD Ryzen 7,16,1024.0,16,914.0,78.0,1,4.1,139990.0
Lenovo,Windows OS,Intel i5,8,512.0,15,124.0,15.0,1,4.0,53394.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,Intel i3,8,512.0,15,6847.0,564.0,1,4.2,35250.0
ASUS,Windows OS,AMD Ryzen 5,8,512.0,14,464.0,43.0,1,4.4,57999.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
Apple,Mac OS,Apple M series,16,256.0,14,17381.0,1081.0,1,4.7,75990.0
ASUS,Windows OS,Intel i7,16,1024.0,15,7.0,2.0,1,4.3,119990.0
Acer,Windows OS,Intel i7,16,512.0,16,1269.0,108.0,1,4.4,102990.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,500.0,48.0,1,4.2,50990.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
ASUS,Windows OS,Intel i3,8,512.0,15,914.0,78.0,1,4.1,33990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,19.0,0.0,1,3.9,32690.0
HP,Windows OS,Intel i5,8,512.0,15,6377.0,314.0,1,4.2,44499.0
DELL,Windows OS,Intel i3,8,512.0,15,421.0,37.0,1,4.2,33990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,6844.0,603.0,1,4.3,33990.0
Acer,Windows OS,AMD Ryzen 3,8,512.0,15,914.0,78.0,1,4.1,27890.0
HP,Windows OS,Intel i5,16,512.0,15,543.0,44.0,1,4.1,49800.0
MSI,Windows OS,Intel i7,16,512.0,15,84.0,9.0,1,4.1,59990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
ASUS,Windows OS,Intel i7,8,1024.0,16,914.0,78.0,1,4.1,79991.0
HP,Windows OS,Intel i5,16,512.0,15,17.0,1.0,1,3.9,74500.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,Intel i3,8,512.0,15,914.0,78.0,1,4.1,32990.0
Acer,Windows OS,Intel i5,16,512.0,15,36.0,4.0,1,3.5,69000.0
HP,Windows OS,Intel i3,8,512.0,14,914.0,78.0,1,4.1,35490.0
Lenovo,Windows OS,Intel i3,8,512.0,15,3081.0,250.0,1,4.2,34990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
Apple,Mac OS,Apple M series,16,1024.0,14,914.0,78.0,1,4.1,163990.0
Lenovo,Windows OS,AMD Ryzen 5,16,512.0,15,290.0,34.0,1,4.3,69990.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
ASUS,Windows OS,Intel i7,32,1024.0,14,914.0,78.0,1,4.1,142990.0
ASUS,Windows OS,AMD Ryzen 7,8,512.0,15,2073.0,260.0,1,4.5,74999.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,914.0,78.0,1,4.1,69899.0
Lenovo,Windows OS,AMD Ryzen 5,16,512.0,15,215.0,19.0,1,4.2,71499.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Acer,Windows OS,Intel i5,8,512.0,15,6.0,0.0,1,3.7,61500.0
ASUS,Windows OS,Intel i3,8,512.0,15,12739.0,1180.0,1,4.3,24990.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Colorful,Windows OS,Intel i7,16,512.0,15,50.0,9.0,2,4.5,91990.0
ASUS,Windows OS,AMD Ryzen 3,8,512.0,15,914.0,78.0,1,4.1,30990.0
Colorful,Windows OS,Intel i7,16,512.0,15,125.0,23.0,2,4.3,81990.0
Acer,Windows OS,Intel i5,8,512.0,14,353.0,36.0,1,3.7,45890.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i5,16,512.0,15,914.0,78.0,1,4.1,114990.0
Lenovo,Windows OS,Intel i5,16,512.0,15,320.0,40.0,1,4.3,83190.0
MSI,Windows OS,Intel i7,16,512.0,14,84.0,9.0,1,4.1,57990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
ASUS,Windows OS,Intel i5,8,1024.0,16,273.0,30.0,1,4.5,64500.0
Lenovo,Windows OS,Intel i3,8,256.0,15,43.0,5.0,1,4.3,34999.0
HP,Windows OS,Intel i5,16,512.0,15,17.0,1.0,1,3.9,74500.0
ASUS,Windows OS,AMD Ryzen 3,8,512.0,15,914.0,78.0,1,4.1,30990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
Lenovo,Windows OS,Intel i5,16,512.0,15,914.0,108.0,1,4.3,69990.0
HP,Windows OS,AMD Ryzen 7,8,512.0,15,3942.0,292.0,1,4.1,31399.0
